page_content,metadata
"المادة السابعة والخمسون:  
أ - تجوز إعادة الفرد للخدمة إذا دعت الحاجة إلى ذلك وكانت سنه تقل عن سن الإحالة على التقاعد بسنتين على الأقل.  
ب - يجب أن تتوفر في الفرد المعاد للخدمة الشروط الواردة في المادة (4) ما عدا الفقرة (د 
ج - لا يجوز إعادة من فُصل من الخدمة أكثر من مرتين وفقًا للفقرة (و) من المادة ( 56 .)","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 10}"
"المادة الثامنة والخمسون 
 أ- إذا أعيد الفرد للخدمة ولم تتجاوز مدة تركة الخدمة سنه يعاد براتبه ورتبته السابقة وتعطى له بدلاتها 
وعلاواتها، فإذا زادت عن سنه ولم تتجاوز ثلاث سنوات يعاد بالرتبة الأدنى من رتبتة السابقة ويعطى أول 
مربوطها، أما إذا زادت على ثلاث سنوات ولم تتجاوز خمس سنوات فيعاد برتبة أدنى من رتبته برتبتين  
ويعطى أول مربوطها، أما إذا زادت على ذلك فيعاد برتبة جندي ويعطى له أول مربوطها. 
 ب-تتم عودة الفرد الفني للخدمة بعد نجاحة في اختبار يعقد له في مجال تخصصه ويمنح العلاوة الفني ة المناسبة 
بموجبه.","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 10}"
"المادة التاسعة والخمسون 
يجب على الفرد:  
أ - الولاء التام للمليك والمحافظة على مصالح الوطن والقوات العسكرية وأن يعمل دون إهمال على تطبيق النظام واللوائح 
المعمول بها وتنفيذها وتحاشي أية مخالفة أو خرق لها.  
ب - أن يؤدي المسؤوليات المكلف بها بكل دقة وأمانة ونشاط وإخلاص وأن ينهي الأعمال المطلوبة منه على أكمل وجه  
وفي أقصر مدة وأن يخصص وقت العمل لأداء واجبات وظيفته وما يناط به من واجبات بكل أمانة ودقة.  
ج - أن ينفذ الأوامر والتعليمات العسكرية التي تصدر إليه من قبل رؤسائه في غير معصية الله.  
د - أن يراعي آداب اللياقة وحسن الأخلاق في تصرفاته مع رؤسائه وزملائه ومرؤوسيه وأفراد الشعب.  
هـ - أن يحافظ على شرف الخدمة العسكرية في جميع الأوقات والأماكن وأن يترفع عن كل ما يخل بشرف الوظيفة 
وكرامتها.  
و - أن يحافظ على الانضباط العسكري وحسن السلوك والقيافة وأن يكون مثلاً أعلى لذلك.","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 11}"
"المادة الستون:  
يحظر على الأفراد ما يلي:  
أ - الزواج من غير سعودية","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 11}"
"المادة الحادية والستون:  
يتم تأمين الملابس اللازمة عينا للأفراد كما تؤمن لهم كافة التجهيزات التي تفرضها قواعد السلامة ويجوز صرف بدل 
ملابس نقدي للفرد بمقدار مائتي ريال (200) شهريا مع صرف المقرر الابتدائي من الملابس العسكرية له لمرة واحدة
طوال الخدمة عند اختيار البدل النقدي.","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 11}"
"المادة الثانية والستون:  
يصنف جميع ضباط الصف والجنود والفنيون والاختصاصيون الذين يتقاضون علاوات فنية أو اختصاصية في الفئات 
التي تتناسب مع اختصاصاتهم ومستوياتهم في جدول العلاوات الفنية وفق اللائحة التنفيذية .","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 11}"
"المادة الثالثة والستون:  
الأفراد الذين يتقاضون عند صدور هذا النظام علاوات فنية أو اختصاصية غير منصوص عليها أو يزيد مقدارها على 
العلاوات الواردة في هذا النظام يكمل لهم الفرق بين دخلهم السابق لهذا النظام ودخلهم الحالي حتى يتلاشى هذا الفرق 
بالترقية أو التدرج بالعلاوة الدورية أو غير ذلك.","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 11}"
"المادة الرابعة والستون:  
يمنح الفرد العلاوة الدورية المستحقة له خلال عام1397 هـ في التاريخ الذي يستحق العلاوة الدورية فيه ثم يمنح جميع
الأفراد العلاوة الدورية بموجب المادة ( 15) من النظام في أول محرم من عام1398 هـ","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 11}"
"المادة الخامسة والستون:  
الأفراد الذين كانوا برتبة وكيل في 1  /11  / 1394 هـ ثم صنفوا برتبة رقيب ورقوا بعد ذلك إلى رتبة رقيب أول تحسب
لهم المدة الزائدة على أربع سنوات التي قضوها في رتبة وكيل كأقدمية في رتبة رقيب أول على ألا يترتب على ذلك أي 
مزايا مالية.","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 11}"
"المادة السادسة والستون 
يجوز بقرار من الوزير في حالة الحرب والطوارئ عدم التقيد بفقرة أو أكثر مما جاء في المواد (56،57 ،58) من هذا
النظام.","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 12}"
"المادة السابعة والستون:  
على الوزير المختص كل في جهته تنفيذ أحكام هذا النظام وله الحق في تفويض كل أو بعض صلاحياته لمن يراه من 
المسؤولين.","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 12}"
"المادة الثامنة والستون:  
إذا استدعت الحاجة إلى إضافة أو تعديل أي حكم في هذا النظام أو لائحته التنفيذية وجب إعداد ذلك من قبل لجنة مشكلة 
من الجهات المعنية بهذا النظام.","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 12}"
"المادة التاسعة والستون:  
يصدر مجلس الوزراء اللائحة التنفيذية المنصوص عليها في هذا النظام.","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 12}"
"المادة السبعون:  
لمجلس الوزراء صلاحية تفسير هذا النظام.","{""source"": ""نظام خدمة الأفراد.pdf"", ""page"": 12}"
"بسم الله الرحمن الرحيم 
مرسوم ملكي رقم (م/79) وتاريخ1442/9/10هـ 
بعون الله تعالـى 
   نحن سلمان بن عبدالعزيز آل سعود 
                   ملك المملكة العربية السعودية 
بناءً على المادة (السبعين) من النظام الأساسي للحكم، الصادر بالأمر الملكي رقم (أ / 90) بتاريخ 27  /8  /
1412هـ 
وبناءً على المادة (العشرين) من نظام مجلس الوزراء، الصادر بالأمر الملكي رقم (أ / 13) بتاريخ3  /3  /
1414هـ 
وبناءً على المادة (الثامنة عشرة) من نظام مجلس الشورى، الصادر بالأمر الملكي رقم (أ / 91) بتاريخ27  /8 
 /1412هـ 
وبعد الاطلاع على قرارات مجلس الشورى رقم ( 174  /44) بتاريخ12  /10  /1439هـ، ورقم185  /37 )
بتاريخ27  /8  /1441هـ، ورقم23  /4) بتاريخ15  /4  /1442هـ 
وبعد الاطلاع على قرار مجلس الوزراء رقم (534) بتاريخ8  /9  /1442هـ 
رسمنا بما هو آت:  
أولاً: الموافقة على نظام مكافحة الاحتيال المالي وخيانة الأمانة، بالصيغة المرافقة.  
ثانيًا: لا يسري النظام -المشار إليه في البند (أولاً) من هذا المرسوم - على أفعال الاحتيال المنصوص عليها في 
نظام السوق المالية -الصادر بالمرسوم الملكي رقم (م /  30) بتاريخ2  /6  /1424هـ- التي تسري عليها 
الأحكام الواردة في ذلك النظام. 
ثالثًا: تعديل المادة (التسعين) من نظام التنفيذ -الصادر بالمرسوم الملكي رقم (م /  53) بتاريخ13  /8  /1433هـ
- لتكون بالنص الآتي: ""يعاقب بالسجن مدة لا تزيد على خمس عشرة سنة كل مدين ثبت قيامه بتبديد أمواله إذا 
كانت الأموال كثيرة ولو ثبت إعساره. ويعد ذلك من الجرائم الكبيرة الموجبة للتوقيف"". 
رابعاً: على سمو نائب رئيس مجلس الوزراء والوزراء ورؤساء الأجهزة المعنية المستقلة -كل فيما يخصه - تنفيذ 
مرسومنا هذا. 
سلمان بن عبدالعزيز آل سعود","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 0}"
"بسم الله الرحمن الرحيم 
قرار مجلس الوزراء رقم (534) وتاريخ1442/9/8هـ 
إن مجلس الوزراء 
بعد الاطلاع على المعاملة الواردة من الديوان الملكي برقم 22921 وتاريخ25  /4  /1442هـ، في شأن
مشروع نظام مكافحة الاحتيال المالي وخيانة الأمانة. 
وبعد الاطلاع على مشروع النظام، المشار إليه. 
وبعد الاطلاع على نظام التنفيذ، الصادر بالمرسوم الملكي رقم (م /  53) وتاريخ13  /8  /1433هـ، وتعديلاتـه 
وبعد الاطلاع على نظام السوق المالية، الصادر بالمرسوم الملكي رقم (م / 30) وتاريخ2  /6  /1424هـ
وتعديلاته. 
وبعد الاطلاع على المحاضر رقم (741) وتاريخ27  /4  /1440هـ، ورقم461) وتاريخ8  /4  /1441هـ،
ورقم (857) وتاريخ25  /6  /1441هـ، والمذكرات رقم1000) وتاريخ16  /11  /1441هـ، ورقم161 )
وتاريخ28  /1  /1442هـ، ورقم877) وتاريخ28  /5  /1442هـ، المعدة في هيئة الخبراء بمجلس الوزراء 
وبعد الاطلاع على التوصيتين المعدتين في مجلس الشؤون الاقتصادية والتنمية رقم (3-23  /41 / د) وتاريخ
15  /7  /1441هـ، ورقم30-43  /41 / د) وتاريخ9  /12  /1441هـ 
وبعد النظر في قرارات مجلس الشورى رقم (174  /44) وتاريخ12  /10  /1439هـ، ورقم185  /37 )
وتاريخ27  /8  /1441هـ، ورقم23  /4) وتاريخ15  /4  /1442هـ 
وبعد الاطلاع  على توصية اللجنة العامة لمجلس الوزراء رقم (5917) وتاريخ26  /8  /1442هـ 
يقرر ما يلي: 
أولاً: الموافقة على نظام مكافحة الاحتيال المالي وخيانة الأمانة، بالصيغة المرافقة. 
ثانيًا: لا يسري النظام -المشار إليه في البند (أولاً) من هذا القرار - على أفعال الاحتيال المنصوص عليها في نظام  
السوق المالية -الصادر بالمرسوم الملكي رقم (م /  30) وتاريخ2  /6  /1424هـ- التي تسري عليها الأحكام 
الواردة في ذلك النظام. 
ثالثًا: تعديل المادة (التسعين) من نظام التنفيذ -الصادر بالمرسوم الملكي رقم (م /  53) وتاريخ13  /8  /
1433هـ- لتكون بالنص الآتي: ""يعاقب بالسجن مدة لا تزيد على خمس عشرة سنة كل مدين ثبت قيامه بتبديد 
أمواله إذا كانت الأموال كثيرة ولو ثبت إعساره. ويعد ذلك من الجرائم الكبيرة الموجبة للتوقيف"". 
وقد أعد مشروع مرسوم ملكي بذلك، صيغته مرافقة لهذا. 
رئيس مجلس الوزراء 
نظام مكافحة الاحتيال المالي وخيانة الأمانة","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 1}"
"المادة الأولى 
يعاقب بالسجن مدة لا تتجاوز (سبع) سنوات، وبغرامة مالية لا تزيد على (خمسة) ملايين ريال، أو بإحدى هاتين 
العقوبتين؛ كل من استولى على مال للغير دون وجه حق بارتكابه فعلاً (أو أكثر) ينطوي على استخدام أي ٍّ من 
طرق الاحتيال، بما فيها الكذب، أو الخداع، أو الإيهام.","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 1}"
"المادة الثانية 
يعاقب بالسجن مدة لا تتجاوز (خمس) سنوات، وبغرامة مالية لا تزيد على (ثلاثة) ملايين ريال، أو بإحدى هاتين 
العقوبتين؛ كل من استولى دون وجه حق على مال سُل م إليه بحكم عمله أو على ســبيل الأمانة، أو  الشــراكة، أو 
الوديعــة، أو الإعارة، أو الإجـارة، أو الرهن، أو الوكالة، أو تصرف فيه بسوء نية، أو أحدث به ضرراً عمداً، 
وذلك في غير المال العام.","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 1}"
"المادة الثالثة 
يعاقب كل من حرض غيره، على ارتكاب أي من الجرائم المنصوص عليها في هذا النظام، أو اتفق معه، أو 
ساعده؛ إذا وقعت الجريمة بناء على هذا التحريض أو الاتفاق أو المساعدة، بما لا يتجاوز الحد الأعلى للعقوبة 
المقررة لها، ويعاقب بما لا يتجاوز نصف الحد الأعلى للعقوبة المقررة لها إذا لم تقع الجريمة الأصلية.","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 2}"
"المادة الرابعة 
يعاقب كل من شرع في القيام بأي من الجرائم المنصوص عليها في هذا النظام بما لا يتجاوز نصف الحد الأعلى 
للعقوبة المقررة على الجريمة التامة.","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 2}"
"المادة الخامسة 
لا تقل العقوبات المحكوم بها عن نصف حدها الأعلى -المقرر في هذا النظام - ولا تتجاوز ضعفه، وذلك في أي 
من الحالتين الآتيتين: 
1. إذا ارتكبت الجريمة من خلال عصابة منظمة. 
2. حالة العود","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 2}"
"المادة السادسة 
دون إخلال بحق الغير حسن النية، تُصادر بحكم قضائي الأدوات والآلات المستخدمة في ارتكاب أي من الجرائم 
المنصوص عليها في هذا النظام، وكذلك المتحصلات المتحققة من ارتكابها.","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 2}"
"المادة السابعة 
يجوز تضمين الحكم الصادر بالعقوبة النص على نشر ملخصه على نفقة المحكوم عليه في صحيفة  -أو أكثر- من 
الصحف التي تصدر في مقر إقامته، فإن لم تكن في مقر إقامته صحيفة ففي أقرب منطقة له، أو نشره في أي 
وسيلة أخرى مناسبة، وذلك بحسب نوع الجريمة المرتكبة وجسامتها وتأثيرها، على أن يكون النشر بعد أن 
يكتسب الحكم الصفة النهائية.","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 2}"
"المادة الثامنة 
للمحكمة المختصة أن تعفي من العقوبات المنصوص عليها في هذا النظام كل من بادر من الجناة بإبلاغ السلطة 
المختصة بالجريمة قبل العلم بها وقبل وقوع الضرر، وإن كان الإبلاغ بعد العلم بالجريمة تعي ن للإعفاء أن يكون 
من شأن الإبلاغ ضبط باقي الجناة في حال تعددهم.","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 2}"
"المادة التاسعة 
إذا شكل أي من الأفعال المشار إليها في المادتين (الأولى) و(الثانية) من هذا النظام؛ جريمة بموجب أنظمة 
أخرى؛ فتطبق العقوبة الأشد.","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 2}"
"المادة العاشرة 
تتولى النيابة العامة التحقيق، والادعاء أمام المحكمة المختصة بالفصل في الجرائم الواردة في هذا النظام.","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 2}"
"المادة الحادية عشرة 
يعمل بهذا النظام بعد مضي (تسعين) يوماً من تاريخ نشره في الجريدة الرسمية.","{""source"": ""نظام مكافحة الاحتيال المالي وخيانة الأمانة.pdf"", ""page"": 2}"
"نظام مكافحة التسول 
1443 هـ 
بسم الله الرحمن الرحيم 
مرسوم ملكي رقم (م/20) وتاريخ1443/2/9هـ 
بعون الله تعالى 
           نحن سلمان بن عبدالعزيز آل سعود 
                    مـلـك المملكة العربية السعودية 
بناءً على المادة (السبعين) من النظام الأساسي للحكم، الصادر بالأمر الملكي رقم (أ / 90) بتاريخ27  /8  /
1412هـ 
وبناءً على المادة (العشرين) من نظام مجلس الوزراء، الصادر بالأمر الملكي رقم (أ / 13) بتاريخ3  /3  /
1414هـ 
وبناءً على المادة (الثامنة عشرة) من نظام مجلس الشورى، الصادر بالأمر الملكي رقم (أ / 91) بتاريخ 27  /8 
 / 1412هـ 
وبعد الاطلاع على قراري مجلس الشورى رقم (118  /22) بتاريخ10  /8  / 1442هـ، ورقم214  /40 )
بتاريخ3  /12  / 1442هـ 
وبعد الاطلاع على قرار مجلس الوزراء رقم (100) بتاريخ7  /2  / 1443هـ  
رسمنا بما هو آت: 
أولاً: الموافقة على نظام مكافحة التسول، بالصيغة المرافقة.  
ثانياً: على سمو نائب رئيس مجلس الوزراء والوزراء ورؤساء الأجهزة المعنية المستقلة-كل فيما يخصُّه - تنفيذ 
مرسومنا هذا. 
سلمان بن عبدالعزيز آل سعود 
بسم الله الرحمن الرحيم 
قرار مجلس الوزراء رقم (100) وتاريخ1443/2/7هـ 
إن مجلس الوزراء 
بعد الاطلاع على المعاملة الواردة من الديوان الملكي برقم 70417 وتاريخ4  /12  / 1442هـ، المشتملة على
برقيتي معالي وزير الموارد البشرية والتنمية الاجتماعية رقم 215807 وتاريخ6  /12  / 1440هـ، ورقم
16784 وتاريخ27  /1  / 1441هـ، في شأن مشروع نظام مكافحة التسول 
وبعد الاطلاع  على مشروع النظام، المشار إليه. 
وبعد الاطلاع على قرار مجلس الوزراء رقم (203) وتاريخ22  /4  / 1439هـ  
وبعد الاطلاع على المحاضر رقم (1483) وتاريخ29  /12  / 1441هـ، ورقم76) وتاريخ19  /2  /
1442هـ، ورقم250) وتاريخ23  /4  / 1442هـ، ورقم470) وتاريخ24  /7  / 1442هـ، ورقم549 )
وتاريخ6  /9  / 1442هـ، والمذكرات رقم (984) وتاريخ18  /6  / 1442هـ، ورقم1709) وتاريخ29  /9 
 / 1442هـ، ورقم1977) وتاريخ13  /11  / 1442هـ، ورقم114) وتاريخ14  /1  / 1443هـ، المعدة في
هيئة الخبراء بمجلس الوزراء. 
وبعد الاطلاع على برقية أمانة مجلس الشؤون السياسية والأمنية رقم 844 وتاريخ1  /5  / 1442هـ 
وبعد الاطلاع على المحضر المعد في مجلس الشؤون الاقتصادية والتنمية رقم (349  /42 / م) وتاريخ1  /10 
 / 1442هـ 
وبعد النظر في قراري مجلس الشورى رقم (118  /22) وتاريخ10  /8  / 1442هـ،ورقم ( 214  /40 )
وتاريخ3  /12  / 1442هـ 
وبعد الاطلاع على توصية اللجنة العامة لمجلس الوزراء رقم (651) وتاريخ20  /1  / 1443هـ","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 0}"
"يقرر ما يلي 
أولاً: الموافقة على نظام مكافحة التسول، بالصيغة المرافقة.  
وقد أعد مشروع مرسوم ملكي بذلك، صيغته مرافقة لهذا. 
ثانياً: التأكيد على ما قضى به قرار مجلس الوزراء رقم ( 203) وتاريخ22  /4  / 1439ه، في شأن مهمات
وزارة الداخلية ووزارة الموارد البشرية والتنمية الاجتماعية، في مجال مكافحة التسول. 
رئيس مجلس الوزراء 
نظام مكافحة التسول","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 1}"
"المادة الأولى 
يقصد بالألفاظ والعبارات الآتية -أينما وردت في هذا النظام- المعاني المبينة أمام كل منها، ما لم يدل السياق 
على غير ذلك: 
1. النظام: نظام مكافحة التسول 
2. الوزير: وزير الموارد البشرية والتنمية الاجتماعية 
3. الوزارة: وزارة الموارد البشرية والتنمية الاجتماعية 
4. اللائحة: اللائحة التنفيذية للنظام  
5. المتسولمن يستجدي للحصول على مال غيره دون مقابل أو بمقابل غير مقصود بذاته نقداً أو عيناً  
بطريقة مباشرة أو غير مباشرة، في الأماكن العامة أو المحال الخاصة أو في وسائل التقنية والتواصل 
الحديثة، أو بأي وسيلة كانت. 
6. ممتهن التسول: كل من قُبض عليه للمرة الثانية أو أكثر يمارس التسول.  
7. الرعاية اللاحقة: المساعدة والمتابعة المنتظمة الرسمية أو غير الرسمية، التي تقدم للمستفيد بوصفها
أسلوباً مكملاً ومسانداً لخطط العلاج والتمكين؛ من أجل تقويم سلوكه، ودمجه في المجتمع.","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 1}"
"المادة الثانية 
1. يُحظر التسول بصوره وأشكاله كافة، مهما كانتمسوغاته.   
2. تختص وزارة الداخلية بالقبض على المتسولين","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 1}"
"المادة الثالثة 
يحال ممتهن التسول إلى الجهة المختصة بالتحقيق في مخالفات النظام؛ لاتخاذ الاجراءات النظامية اللازمة في 
حقه.","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 1}"
"المادة الرابعة 
على الوزارة -في حدود أحكام النظام - مسؤولية التنسيق مع الجهات ذات العاقة فيما يخص مكافحة التسول،  
وعليها على نحو خاص ما يأتي:  
1. دراسة الحالة الاجتماعية والصحية والنفسية والاقتصادية للمتسولين السعوديين 
2. تقديم الخدمات الاجتماعية والصحية والنفسية والاقتصادية للمتسولين السعوديين بحسب احتياج كل
حالة، وذلك وفقاً للأنظمة والقرارات ذات الصلة. 
3. إرشاد المتسولين السعوديين للاستفادة من الخدمات التي تقدمها الجهات الحكومية والأهلية والخيرية،
ومتابعتهم من خلال الرعاية اللاحقة. 
4. إنشاء قاعدة بيانات للمتسولين بالاشتراك مع وزارة الداخلية، وتسجيل كل حالة تسول يتم القبض عليها،
وكذلك كل حالة تقدم لها الوزارة الخدمات المنصوص عليها في هذه المادة؛ وذلك لإثبات حالة امتهان 
التسول. 
5. نشر الوعي بمخاطر التسول النفسية والاجتماعية والاقتصادية والأمنية 
6. إعداد الدراسات والبحوث وعقد الندوات والمؤتمرات ذات العلاقة بمكافحة التسول","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 2}"
"المادة الخامسة 
1. يُعاقب كل من امتهنالتسول أو حرض غيره أو اتفق معه أو ساعده  -بأي صورة كانت -على امتهان  
التسول؛ بالسجن مدة لا تزيد على (ستة) أشهر، أو بغرامة لا تزيد على (خمسين) ألف ريال، أو بهما 
معاً. 
2. يُعاقب كل من امتهن التسول أو أدار متسولين أو حرض غيره أو اتفق معه أو ساعده- بأي صورة 
كانت- على أي من ذلك ضمن جماعة منظمة تمتهن التسول؛ بالسجن مدة لا تزيد على (سنة)، أو  
بغرامة لا تزيد على (مائة) ألف ريال، أو بهما معاً.   
3. يُبعد عن المملكة كل من عوقب من غير السعوديين- عدا زوجة السعودي أو زوج السعودية أو أولادها- 
وفقاً لأحكام الفقرتين (1) و2) من هذه المادة بعد انتهاء عقوبته وفق الإجراءات النظامية المتبعة،  
ويمنع من العودة للمملكة؛ باستثناء أداء الحج أو العمرة. 
4. تجوز مضاعفة العقوبة في حالة العود، بما لا يتجاوز ضعف الحد الأقصى المقرر لها","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 2}"
"المادة السادسة 
تُصادر -بحكم قضائي - جميع الأموال النقدية والعينية التي حصل عليها المتسول من تسوله، أو التي من شأنها أن  
تستعمل فيه. فإن تعذر ضبط أي من تلك الأموال؛ حكمت المحكمة المختصة بغرامة تعادل قيمتها؛ وذلك مع 
مراعاة حقوق حسني النية.","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 2}"
"المادة السابعة 
إذا شكل التسول -مهما كانت صوره وأشكاله - جريمة بموجب أنظمة أخرى؛ فتطبق العقوبة الأشد.","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 2}"
"المادة الثامنة 
تتولى النيابة العامة التحقيق في المخالفات الواردة في النظام، وإقامة الدعوى أمام المحكمة المختصة.","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 2}"
"المادة التاسعة 
يُصدر الوزير -بعد التنسيق مع وزير الداخلية - اللائحة خلال (تسعين) يوماً من تاريخ نشر النظام في الجريدة 
الرسمية، ويعمل بها من تاريخ العمل بالنظام.","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 2}"
"المادة العاشرة 
يُعمل بالنظام بعد (تسعين) يوماً من تاريخ نشره في الجريدة الرسمية.","{""source"": ""نظام مكافحة التسول.pdf"", ""page"": 3}"
"اللائحة التنفيذية لنظام مكافحة المخدرات والمؤثرات العقلية 
1431 هـ 
بسم الله الرحمن الرحيم 
قرار مجلس الوزراء رقم 201 بتاريخ10  /6  / 1431 
إن مجلس الوزراء 
بعد الاطلاع على المعاملة الواردة من ديوان رئاسة مجلس الوزراء برقم (٢٩٤٨٣/ب) وتاريخ  ٩١ / ٨ / ٧٢٤١ 
هـ، المشتملة على برقية صاحب السمو الملكي النائب الثاني لرئيس مجلس الوزراء وزير الداخلية رقم (١ / ٥ / 
٤ /٥٩٤٦٤/ ٢س) وتاريخ  ٦١-٧١ / ٨ / ٧٢٤١ هـ، المرافق لها مشروع اللائحة التنفيذية لنظام مكافحة 
المخدرات والمؤثرات العقلية. 
وبناء على المادة (التاسعة والستين) من نظام مكافحة المخدرات والمؤثرات العقلية، الصادر بالمرسوم الملكي  
رقم (م/٩٣) وتاريخ ٨ / ٧ / ٦٢٤١ هـ. 
وبعد الاطلاع على المحاضر رقم (٢٣٣) وتاريخ ١١ / ٧ / ٠٣٤١ هـ، ورقم (١٩٥) وتاريخ ٩٢ / ٢١ / ٠٣٤١ 
هـ، ورقم (٣٧١) وتاريخ ٥١/ ٤/ ١٣٤١هـ، المعدة في هيئة الخبراء بمجلس ا لوزراء. 
وبعد الاطلاع على توصية اللجنة العامة لمجلس الوزراء رقم (٣٥٣) وتاريخ ٧٢/ ٤ /١٣٤١هـ. 
يقرر ما يلي : 
١- الموافقة على اللائحة التنفيذية لنظام مكافحة المخدرات والمؤثرات العقلية بحسب الصيغة المرافقة . 
٢- تعديل قرار مجلس الوزراء رقم (٣٠٢) وتاريخ ٤١ / ٧ / ١٥٢٤ هـ، المعدل بقرار مجلس الوزراء رقم 
(٦٨١) وتاريخ ٧١ / ٧ / ٦٢٤١ هـ ؛ ليصبح بالنص الآتي: 
"" أولا : صرف مكافأة لعضو لجنة إتلاف المخدرات مقدارها (٠٠٥) خمسمائة ريال عن كل عملية إتلاف، وذلك  
وفقا للضوابط الآتية : 
أ ـ ألا يتجاوز ما يصرف للعضو عشرة آلاف ريال في السنة . 
ب ـ أن تقتصر المكافأة على المشاركين في اللجنة من الجهات المنصوص عليها في المادة (السادسة والثلاثين) 
من اللائحة التنفيذية لنظام مكافحة المخدرات والمؤثرات العقلية . 
ج ـ ألا يشارك في اللجنة من كل جهة إلا عضو واحد . 
د- ألا يكون اشتراك ممثل الجهة الضابطة إلا عند إتلاف مواد مخدرة أو مؤثرات عقلية ضبطتها جهته. 
هـ ـ أن تصرف هذه المكافأة من بند المكافآت في الجهة التي يتبعها العضو. 
ثانيا : صرف مكافأة شهرية مقدارها (٠٠٠١) ألف ريال للمسؤول عن حفظ المواد المخدرة أو المؤثرات العقلية ،  
سواء أكان عسكريا أم مدنيا . 
ثالثا : تشكيل لجنة في وزارة الداخلية ، يشارك فيها مندوبون من : وزارة الصحة ، ووزارة العدل ، ووزارة  
المالية ( مصلحة الجمارك ) ، وهيئة التحقيق والادعاء العام ، والهيئة العامة للغذاء والدواء ؛ لرصد الملحوظات 
التي قد تطرح حول النظام أو اللائحة التنفيذية ودراستها وتمحيصها، وبعد الوصول إلى قناعة بالحاجة إلى إجراء 
تعديل للنظام أو اللائحة التنفيذية ترفع الاقتراحات اللازمة في هذا الشأن.""  
رئيس مجلس الوزراء","{""source"": ""نظام مكافحة المخدارت مع لائحته التنفيذية.pdf"", ""page"": 0}"
"اللائحة التنفيذية لنظام مكافحة المخدرات والمؤثرات
العقلية","{""source"": ""نظام مكافحة المخدارت مع لائحته التنفيذية.pdf"", ""page"": 1}"
"المادة الأولى:  
١- يحدد وزير الصحة المختبرات المعتمدة لإجراء التحاليل المخبرية للمواد المخدرة والمؤثرات العقلية والعينات 
المأخوذة من المتهمين.  
٢ - يعتمد التحليل المخبري خبيران مختصان فيما يلي:  
أ - نتيجة الكشف عن كنه","{""source"": ""نظام مكافحة المخدارت مع لائحته التنفيذية.pdf"", ""page"": 1}"
"المادة المضبوطة وإثبات إيجابيتها أو سلبيتها للمادة المخدرة أو المؤثر العقلي ومدى  
خطورتها .  
ب - نتيجة تحليل العينات المأخوذة من المتهمين. 
٣ - تعد وزارة الصحة النماذج الخاصة بالتحاليل المخبرية وتعتمدها بالتنسيق مع وزارة العدل . 
٤- تحدد وزارة الصحة كيفية أخذ العينات والكميات اللازمة للتحليل بالتنسيق مع وزارة الداخلية.","{""source"": ""نظام مكافحة المخدارت مع لائحته التنفيذية.pdf"", ""page"": 1}"
